os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 3 (sniper),AMD Ryzen 7 9800X3D 8-Core Processor,AMD Radeon RX 9070 XT (RADV GFX1201),65438132,6.17.8-2-cachyos,,performance
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
237.193,4.21598,22.25,0,87,60,51,3127,1358,4.90783,254,10.7128,0,0,28357048868
228.769,4.37122,22.25,0,87,60,51,3127,1358,4.90783,254,10.7128,0,0,28457118160
257.525,3.88312,22.25,0,87,60,51,3127,1358,4.90783,254,10.7128,0,0,28557192502
235.785,4.24115,22.3471,0,87,60,51,3122,1358,4.90783,255,10.7148,0,0,28657268598
241.864,4.13456,22.3471,0,87,60,51,3122,1358,4.90783,255,10.7148,0,0,28757342840
242.201,4.12881,22.3471,0,87,60,51,3122,1358,4.90783,255,10.7148,0,0,28857414317
260.584,3.83754,22.3471,0,87,60,51,3122,1358,4.90783,255,10.7148,0,0,28957485042
244.348,4.09252,22.3471,0,87,60,51,3122,1358,4.90783,255,10.7148,0,0,29057555918
242.766,4.11919,22.1805,0,88,60,51,3128,1358,4.90783,255,10.7165,0,0,29157625791
240.627,4.15581,22.1805,0,88,60,51,3128,1358,4.90783,255,10.7165,0,0,29257695295
248.02,4.03193,22.1805,0,88,60,51,3128,1358,4.90783,255,10.7165,0,0,29357767242
238.094,4.20002,22.1805,0,88,60,51,3128,1358,4.90783,255,10.7165,0,0,29457838969
241.991,4.13239,22.1805,0,88,60,51,3128,1358,4.90783,255,10.7165,0,0,29557945722
223.19,4.48049,21.7997,0,88,60,51,3121,1358,4.90783,259,10.7183,0,0,29658032748
258.449,3.86923,21.7997,0,88,60,51,3121,1358,4.90783,259,10.7183,0,0,29758135804
240.86,4.1518,21.7997,0,88,60,51,3121,1358,4.90783,259,10.7183,0,0,29858204676
238.663,4.19,21.7997,0,88,60,51,3121,1358,4.90783,259,10.7183,0,0,29958291602
228.241,4.38134,21.7997,0,88,60,51,3121,1358,4.90783,259,10.7183,0,0,30058402633
