os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 3 (sniper),AMD Ryzen 7 9800X3D 8-Core Processor,AMD Radeon RX 9070 XT (RADV GFX1201),65438132,6.17.8-2-cachyos,,performance
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,elapsed
271.675,3.68088,21.2389,0,86,57,50,3120,1358,4.90756,256,10.6944,0,0,26451879099
249.039,4.01544,21.2389,0,86,57,50,3120,1358,4.90756,256,10.6944,0,0,26551947460
242.353,4.12621,21.2389,0,86,57,50,3120,1358,4.90756,256,10.6944,0,0,26652015360
231.006,4.3289,21.2389,0,86,57,50,3120,1358,4.90756,256,10.6944,0,0,26752083140
267.271,3.74152,22.0974,0,84,57,50,3101,1358,4.90756,255,10.6966,0,0,26852154547
245.684,4.07027,22.0974,0,84,57,50,3101,1358,4.90756,255,10.6966,0,0,26952223389
241.426,4.14206,22.0974,0,84,57,50,3101,1358,4.90756,255,10.6966,0,0,27052292992
228.815,4.37035,22.0974,0,84,57,50,3101,1358,4.90756,255,10.6966,0,0,27152370380
260.918,3.83262,22.0974,0,84,57,50,3101,1358,4.90756,255,10.6966,0,0,27252441055
227.914,4.38762,21.5269,0,85,57,50,3118,1358,4.90756,254,10.6997,0,0,27352511830
239.011,4.18391,21.5269,0,85,57,50,3118,1358,4.90756,254,10.6997,0,0,27452583968
217.637,4.59481,21.5269,0,85,57,50,3118,1358,4.90756,254,10.6997,0,0,27552652650
236.247,4.23286,21.5269,0,85,57,50,3118,1358,4.90756,254,10.6997,0,0,27652721392
240.851,4.15194,21.5269,0,85,57,50,3118,1358,4.90756,254,10.6997,0,0,27752790334
239.743,4.17113,21.75,0,85,57,50,3114,1358,4.90756,254,10.7004,0,0,27852863784
211.461,4.72901,21.75,0,85,57,50,3114,1358,4.90756,254,10.7004,0,0,27952933327
266.115,3.75778,21.75,0,85,57,50,3114,1358,4.90756,254,10.7004,0,0,28053005054
247.219,4.045,21.75,0,85,57,50,3114,1358,4.90756,254,10.7004,0,0,28153081030
239.127,4.18188,21.75,0,85,57,50,3114,1358,4.90756,254,10.7004,0,0,28253159980
226.006,4.42466,22.4747,0,86,58,50,3113,1358,4.90756,250,10.7005,0,0,28353233631
243.222,4.11146,22.4747,0,86,58,50,3113,1358,4.90756,250,10.7005,0,0,28453304557
239.839,4.16947,22.4747,0,86,58,50,3113,1358,4.90756,250,10.7005,0,0,28553376665
237.47,4.21106,22.4747,0,86,58,50,3113,1358,4.90756,250,10.7005,0,0,28653428124
244.235,4.09442,22.4747,0,86,58,50,3113,1358,4.90756,250,10.7005,0,0,28753505442
271.096,3.68873,21.3654,0,85,58,51,3105,1358,4.90756,253,10.7008,0,0,28853623576
232.788,4.29575,21.3654,0,85,58,51,3105,1358,4.90756,253,10.7008,0,0,28953701165
237.671,4.20749,21.3654,0,85,58,51,3105,1358,4.90756,253,10.7008,0,0,29053773733
224.745,4.44949,21.3654,0,85,58,51,3105,1358,4.90756,253,10.7008,0,0,29153843787
266.589,3.7511,21.3654,0,85,58,51,3105,1358,4.90756,253,10.7008,0,0,29253913050
240.573,4.15675,21.5539,0,85,58,51,3101,1358,4.90756,251,10.7022,0,0,29353984767
245.633,4.07111,21.5539,0,85,58,51,3101,1358,4.90756,251,10.7022,0,0,29454053289
220.874,4.52747,21.5539,0,85,58,51,3101,1358,4.90756,251,10.7022,0,0,29554122842
260.89,3.83304,21.5539,0,85,58,51,3101,1358,4.90756,251,10.7022,0,0,29654190912
263.033,3.8018,21.5539,0,85,58,51,3101,1358,4.90756,251,10.7022,0,0,29754262599
235.653,4.24352,22.5686,0,86,58,51,3119,1358,4.90756,252,10.6998,0,0,29854335288
227.366,4.3982,22.5686,0,86,58,51,3119,1358,4.90756,252,10.6998,0,0,29954408078
256.82,3.89377,22.5686,0,86,58,51,3119,1358,4.90756,252,10.6998,0,0,30054481137
